Metric,method,Value,Name,n_clus,clustering,level
ARI,Dune,0.9924157248339023,SC3.00,40,SC3,0
ARI,Dune,0.7585936377360104,UMAP_KMEANS.00,40,UMAP_KMEANS,0
ARI,Dune,0.7610807442963243,TSNE_KMEANS.00,40,TSNE_KMEANS,0
ARI,Dune,0.9924157248339023,SC3.05,40,SC3,5
ARI,Dune,0.7694435404394057,UMAP_KMEANS.05,39,UMAP_KMEANS,5
ARI,Dune,0.7717051805272199,TSNE_KMEANS.05,39,TSNE_KMEANS,5
ARI,Dune,0.9924157248339023,SC3.10,40,SC3,10
ARI,Dune,0.7863908418448007,UMAP_KMEANS.10,37,UMAP_KMEANS,10
ARI,Dune,0.7717051805272199,TSNE_KMEANS.10,39,TSNE_KMEANS,10
ARI,Dune,0.9549157997183091,SC3.15,39,SC3,15
ARI,Dune,0.7863908418448007,UMAP_KMEANS.15,37,UMAP_KMEANS,15
ARI,Dune,0.761751639556237,TSNE_KMEANS.15,38,TSNE_KMEANS,15
ARI,Dune,0.9549157997183091,SC3.20,39,SC3,20
ARI,Dune,0.7863908418448007,UMAP_KMEANS.20,37,UMAP_KMEANS,20
ARI,Dune,0.7577539689972193,TSNE_KMEANS.20,37,TSNE_KMEANS,20
ARI,Dune,0.9549157997183091,SC3.25,39,SC3,25
ARI,Dune,0.7863908418448007,UMAP_KMEANS.25,37,UMAP_KMEANS,25
ARI,Dune,0.7585430411544634,TSNE_KMEANS.25,36,TSNE_KMEANS,25
ARI,Dune,0.9221114115000643,SC3.30,38,SC3,30
ARI,Dune,0.7932086671479359,UMAP_KMEANS.30,36,UMAP_KMEANS,30
ARI,Dune,0.7585430411544634,TSNE_KMEANS.30,36,TSNE_KMEANS,30
ARI,Dune,0.8724708408047875,SC3.35,37,SC3,35
ARI,Dune,0.7932086671479359,UMAP_KMEANS.35,36,UMAP_KMEANS,35
ARI,Dune,0.7391219071894111,TSNE_KMEANS.35,35,TSNE_KMEANS,35
ARI,Dune,0.8724708408047875,SC3.40,37,SC3,40
ARI,Dune,0.7932086671479359,UMAP_KMEANS.40,36,UMAP_KMEANS,40
ARI,Dune,0.7391219071894111,TSNE_KMEANS.40,35,TSNE_KMEANS,40
ARI,Dune,0.8724708408047875,SC3.45,37,SC3,45
ARI,Dune,0.8023244977356836,UMAP_KMEANS.45,35,UMAP_KMEANS,45
ARI,Dune,0.7481098202269059,TSNE_KMEANS.45,34,TSNE_KMEANS,45
ARI,Dune,0.8724708408047875,SC3.50,37,SC3,50
ARI,Dune,0.8132808013881305,UMAP_KMEANS.50,33,UMAP_KMEANS,50
ARI,Dune,0.7605563884695392,TSNE_KMEANS.50,32,TSNE_KMEANS,50
ARI,Dune,0.8477105183681649,SC3.55,36,SC3,55
ARI,Dune,0.8132808013881305,UMAP_KMEANS.55,33,UMAP_KMEANS,55
ARI,Dune,0.7724592437908322,TSNE_KMEANS.55,30,TSNE_KMEANS,55
ARI,Dune,0.8477105183681649,SC3.60,36,SC3,60
ARI,Dune,0.8132808013881305,UMAP_KMEANS.60,33,UMAP_KMEANS,60
ARI,Dune,0.7620684101209503,TSNE_KMEANS.60,28,TSNE_KMEANS,60
ARI,Dune,0.8477105183681649,SC3.65,36,SC3,65
ARI,Dune,0.8132808013881305,UMAP_KMEANS.65,33,UMAP_KMEANS,65
ARI,Dune,0.7628303876309337,TSNE_KMEANS.65,27,TSNE_KMEANS,65
ARI,Dune,0.8477105183681649,SC3.70,36,SC3,70
ARI,Dune,0.8359255417178554,UMAP_KMEANS.70,28,UMAP_KMEANS,70
ARI,Dune,0.7628303876309337,TSNE_KMEANS.70,27,TSNE_KMEANS,70
ARI,Dune,0.8477105183681649,SC3.75,36,SC3,75
ARI,Dune,0.852808140357895,UMAP_KMEANS.75,26,UMAP_KMEANS,75
ARI,Dune,0.7754905472314817,TSNE_KMEANS.75,24,TSNE_KMEANS,75
ARI,Dune,0.8214284556349635,SC3.80,35,SC3,80
ARI,Dune,0.8263021389151194,UMAP_KMEANS.80,25,UMAP_KMEANS,80
ARI,Dune,0.7799228972943006,TSNE_KMEANS.80,23,TSNE_KMEANS,80
ARI,Dune,0.8214284556349635,SC3.85,35,SC3,85
ARI,Dune,0.8263021389151194,UMAP_KMEANS.85,25,UMAP_KMEANS,85
ARI,Dune,0.7799228972943006,TSNE_KMEANS.85,23,TSNE_KMEANS,85
ARI,Dune,0.7979330953848247,SC3.90,34,SC3,90
ARI,Dune,0.8027423191993642,UMAP_KMEANS.90,24,UMAP_KMEANS,90
ARI,Dune,0.7799228972943006,TSNE_KMEANS.90,23,TSNE_KMEANS,90
ARI,Dune,0.7780073035169464,SC3.95,33,SC3,95
ARI,Dune,0.781902436124284,UMAP_KMEANS.95,23,UMAP_KMEANS,95
ARI,Dune,0.7799228972943006,TSNE_KMEANS.95,23,TSNE_KMEANS,95
ARI,Dune,0.7800291450841917,SC3.100,24,SC3,100
ARI,Dune,0.781902436124284,UMAP_KMEANS.100,23,UMAP_KMEANS,100
ARI,Dune,0.7799228972943006,TSNE_KMEANS.100,23,TSNE_KMEANS,100
ARI,Dune_NMI,0.9924157248339023,SC3.00,40,SC3,0
ARI,Dune_NMI,0.7585936377360104,UMAP_KMEANS.00,40,UMAP_KMEANS,0
ARI,Dune_NMI,0.7610807442963243,TSNE_KMEANS.00,40,TSNE_KMEANS,0
ARI,Dune_NMI,0.9924157248339023,SC3.05,40,SC3,5
ARI,Dune_NMI,0.7694435404394057,UMAP_KMEANS.05,39,UMAP_KMEANS,5
ARI,Dune_NMI,0.7717051805272199,TSNE_KMEANS.05,39,TSNE_KMEANS,5
ARI,Dune_NMI,0.9924157248339023,SC3.10,40,SC3,10
ARI,Dune_NMI,0.7694435404394057,UMAP_KMEANS.10,39,UMAP_KMEANS,10
ARI,Dune_NMI,0.7810863413954834,TSNE_KMEANS.10,38,TSNE_KMEANS,10
ARI,Dune_NMI,0.9924157248339023,SC3.15,40,SC3,15
ARI,Dune_NMI,0.7789002567140475,UMAP_KMEANS.15,38,UMAP_KMEANS,15
ARI,Dune_NMI,0.7810863413954834,TSNE_KMEANS.15,38,TSNE_KMEANS,15
ARI,Dune_NMI,0.9924157248339023,SC3.20,40,SC3,20
ARI,Dune_NMI,0.787474546582974,UMAP_KMEANS.20,37,UMAP_KMEANS,20
ARI,Dune_NMI,0.7810863413954834,TSNE_KMEANS.20,38,TSNE_KMEANS,20
ARI,Dune_NMI,0.9924157248339023,SC3.25,40,SC3,25
ARI,Dune_NMI,0.8068139314302556,UMAP_KMEANS.25,35,UMAP_KMEANS,25
ARI,Dune_NMI,0.7810863413954834,TSNE_KMEANS.25,38,TSNE_KMEANS,25
ARI,Dune_NMI,0.9924157248339023,SC3.30,40,SC3,30
ARI,Dune_NMI,0.813417312800726,UMAP_KMEANS.30,34,UMAP_KMEANS,30
ARI,Dune_NMI,0.7810863413954834,TSNE_KMEANS.30,38,TSNE_KMEANS,30
ARI,Dune_NMI,0.9924157248339023,SC3.35,40,SC3,35
ARI,Dune_NMI,0.8183511370609265,UMAP_KMEANS.35,33,UMAP_KMEANS,35
ARI,Dune_NMI,0.7810863413954834,TSNE_KMEANS.35,38,TSNE_KMEANS,35
ARI,Dune_NMI,0.9924157248339023,SC3.40,40,SC3,40
ARI,Dune_NMI,0.8241837247269717,UMAP_KMEANS.40,32,UMAP_KMEANS,40
ARI,Dune_NMI,0.7862398119190748,TSNE_KMEANS.40,37,TSNE_KMEANS,40
ARI,Dune_NMI,0.9924157248339023,SC3.45,40,SC3,45
ARI,Dune_NMI,0.8241837247269717,UMAP_KMEANS.45,32,UMAP_KMEANS,45
ARI,Dune_NMI,0.7940627797753099,TSNE_KMEANS.45,36,TSNE_KMEANS,45
ARI,Dune_NMI,0.9924157248339023,SC3.50,40,SC3,50
ARI,Dune_NMI,0.8241837247269717,UMAP_KMEANS.50,32,UMAP_KMEANS,50
ARI,Dune_NMI,0.8082556157308467,TSNE_KMEANS.50,34,TSNE_KMEANS,50
ARI,Dune_NMI,0.9924157248339023,SC3.55,40,SC3,55
ARI,Dune_NMI,0.8241837247269717,UMAP_KMEANS.55,32,UMAP_KMEANS,55
ARI,Dune_NMI,0.8129963630721379,TSNE_KMEANS.55,33,TSNE_KMEANS,55
ARI,Dune_NMI,0.9924157248339023,SC3.60,40,SC3,60
ARI,Dune_NMI,0.828441938310337,UMAP_KMEANS.60,31,UMAP_KMEANS,60
ARI,Dune_NMI,0.8203766586289509,TSNE_KMEANS.60,32,TSNE_KMEANS,60
ARI,Dune_NMI,0.9924157248339023,SC3.65,40,SC3,65
ARI,Dune_NMI,0.8350032641335242,UMAP_KMEANS.65,30,UMAP_KMEANS,65
ARI,Dune_NMI,0.8203766586289509,TSNE_KMEANS.65,32,TSNE_KMEANS,65
ARI,Dune_NMI,0.9924157248339023,SC3.70,40,SC3,70
ARI,Dune_NMI,0.8350032641335242,UMAP_KMEANS.70,30,UMAP_KMEANS,70
ARI,Dune_NMI,0.8321090435000692,TSNE_KMEANS.70,30,TSNE_KMEANS,70
ARI,Dune_NMI,0.9924157248339023,SC3.75,40,SC3,75
ARI,Dune_NMI,0.8380196152814271,UMAP_KMEANS.75,29,UMAP_KMEANS,75
ARI,Dune_NMI,0.8321090435000692,TSNE_KMEANS.75,30,TSNE_KMEANS,75
ARI,Dune_NMI,0.9924157248339023,SC3.80,40,SC3,80
ARI,Dune_NMI,0.8494701207799122,UMAP_KMEANS.80,27,UMAP_KMEANS,80
ARI,Dune_NMI,0.8321090435000692,TSNE_KMEANS.80,30,TSNE_KMEANS,80
ARI,Dune_NMI,0.9924157248339023,SC3.85,40,SC3,85
ARI,Dune_NMI,0.8494701207799122,UMAP_KMEANS.85,27,UMAP_KMEANS,85
ARI,Dune_NMI,0.8395777731838976,TSNE_KMEANS.85,28,TSNE_KMEANS,85
ARI,Dune_NMI,0.9924157248339023,SC3.90,40,SC3,90
ARI,Dune_NMI,0.8494701207799122,UMAP_KMEANS.90,27,UMAP_KMEANS,90
ARI,Dune_NMI,0.8450842476304459,TSNE_KMEANS.90,27,TSNE_KMEANS,90
ARI,Dune_NMI,0.9924157248339023,SC3.95,40,SC3,95
ARI,Dune_NMI,0.852808140357895,UMAP_KMEANS.95,26,UMAP_KMEANS,95
ARI,Dune_NMI,0.8496219728662933,TSNE_KMEANS.95,26,TSNE_KMEANS,95
ARI,Dune_NMI,0.9967536736868814,SC3.100,31,SC3,100
ARI,Dune_NMI,0.852808140357895,UMAP_KMEANS.100,26,UMAP_KMEANS,100
ARI,Dune_NMI,0.8496219728662933,TSNE_KMEANS.100,26,TSNE_KMEANS,100
ARI,DE,0.9924157248339023,SC3.SC3_0,40,SC3,0
ARI,DE,0.9923027968692053,SC3.SC3_0.005,39,SC3,0.005
ARI,DE,0.9918552774154359,SC3.SC3_0.01,31,SC3,0.01
ARI,DE,0.9918552774154359,SC3.SC3_0.015,31,SC3,0.015
ARI,DE,0.9918552774154359,SC3.SC3_0.02,31,SC3,0.02
ARI,DE,0.9918552774154359,SC3.SC3_0.025,31,SC3,0.025
ARI,DE,0.9918552774154359,SC3.SC3_0.03,31,SC3,0.03
ARI,DE,0.9918552774154359,SC3.SC3_0.035,31,SC3,0.035
ARI,DE,0.9918552774154359,SC3.SC3_0.04,31,SC3,0.04
ARI,DE,0.9918552774154359,SC3.SC3_0.045,31,SC3,0.045
ARI,DE,0.9918552774154359,SC3.SC3_0.05,31,SC3,0.05
ARI,DE,0.9918552774154359,SC3.SC3_0.055,31,SC3,0.055
ARI,DE,0.9918552774154359,SC3.SC3_0.06,31,SC3,0.06
ARI,DE,0.8264701132899728,SC3.SC3_0.065,25,SC3,0.065
ARI,DE,0.7030680413665825,SC3.SC3_0.07,20,SC3,0.07
ARI,DE,0.7030680413665825,SC3.SC3_0.075,20,SC3,0.075
ARI,DE,0.6685718831364645,SC3.SC3_0.08,19,SC3,0.08
ARI,DE,0.5540695861465251,SC3.SC3_0.085,17,SC3,0.085
ARI,DE,0.5540695861465251,SC3.SC3_0.09,17,SC3,0.09
ARI,DE,0.5540695861465251,SC3.SC3_0.095,17,SC3,0.095
ARI,DE,0.5540695861465251,SC3.SC3_0.1,17,SC3,0.1
ARI,DE,0.5540695861465251,SC3.SC3_0.105,17,SC3,0.105
ARI,DE,0.3379799743455133,SC3.SC3_0.11,14,SC3,0.11
ARI,DE,0,SC3.SC3_0.115,1,SC3,0.115
ARI,DE,0,SC3.SC3_0.12,1,SC3,0.12
ARI,DE,0,SC3.SC3_0.125,1,SC3,0.125
ARI,DE,0,SC3.SC3_0.13,1,SC3,0.13
ARI,DE,0,SC3.SC3_0.135,1,SC3,0.135
ARI,DE,0,SC3.SC3_0.14,1,SC3,0.14
