Metric,method,Value,Name,n_clus,clustering,level
ARI,Dune,0.9926889520943433,SC3.00,40,SC3,0
ARI,Dune,0.8772982524465583,UMAP_KMEANS.00,40,UMAP_KMEANS,0
ARI,Dune,0.8116557806576447,TSNE_KMEANS.00,40,TSNE_KMEANS,0
ARI,Dune,0.9926889520943433,SC3.05,40,SC3,5
ARI,Dune,0.8772982524465583,UMAP_KMEANS.05,40,UMAP_KMEANS,5
ARI,Dune,0.8366968230416837,TSNE_KMEANS.05,38,TSNE_KMEANS,5
ARI,Dune,0.9926889520943433,SC3.10,40,SC3,10
ARI,Dune,0.8879864256339473,UMAP_KMEANS.10,39,UMAP_KMEANS,10
ARI,Dune,0.8366968230416837,TSNE_KMEANS.10,38,TSNE_KMEANS,10
ARI,Dune,0.9926889520943433,SC3.15,40,SC3,15
ARI,Dune,0.8879864256339473,UMAP_KMEANS.15,39,UMAP_KMEANS,15
ARI,Dune,0.8466569169771887,TSNE_KMEANS.15,37,TSNE_KMEANS,15
ARI,Dune,0.9926889520943433,SC3.20,40,SC3,20
ARI,Dune,0.8879864256339473,UMAP_KMEANS.20,39,UMAP_KMEANS,20
ARI,Dune,0.8638402843513286,TSNE_KMEANS.20,35,TSNE_KMEANS,20
ARI,Dune,0.9926889520943433,SC3.25,40,SC3,25
ARI,Dune,0.8961469883683134,UMAP_KMEANS.25,38,UMAP_KMEANS,25
ARI,Dune,0.8715427316744462,TSNE_KMEANS.25,34,TSNE_KMEANS,25
ARI,Dune,0.9926889520943433,SC3.30,40,SC3,30
ARI,Dune,0.9039959078236965,UMAP_KMEANS.30,37,UMAP_KMEANS,30
ARI,Dune,0.8715427316744462,TSNE_KMEANS.30,34,TSNE_KMEANS,30
ARI,Dune,0.9926889520943433,SC3.35,40,SC3,35
ARI,Dune,0.9239643259152122,UMAP_KMEANS.35,34,UMAP_KMEANS,35
ARI,Dune,0.8715427316744462,TSNE_KMEANS.35,34,TSNE_KMEANS,35
ARI,Dune,0.9926889520943433,SC3.40,40,SC3,40
ARI,Dune,0.9338672605385874,UMAP_KMEANS.40,33,UMAP_KMEANS,40
ARI,Dune,0.8812851457697968,TSNE_KMEANS.40,33,TSNE_KMEANS,40
ARI,Dune,0.9926889520943433,SC3.45,40,SC3,45
ARI,Dune,0.9455254140411905,UMAP_KMEANS.45,31,UMAP_KMEANS,45
ARI,Dune,0.8812851457697968,TSNE_KMEANS.45,33,TSNE_KMEANS,45
ARI,Dune,0.9560788860584306,SC3.50,39,SC3,50
ARI,Dune,0.9455254140411905,UMAP_KMEANS.50,31,UMAP_KMEANS,50
ARI,Dune,0.8503216601984163,TSNE_KMEANS.50,32,TSNE_KMEANS,50
ARI,Dune,0.9560788860584306,SC3.55,39,SC3,55
ARI,Dune,0.9455254140411905,UMAP_KMEANS.55,31,UMAP_KMEANS,55
ARI,Dune,0.8503216601984163,TSNE_KMEANS.55,32,TSNE_KMEANS,55
ARI,Dune,0.9560788860584306,SC3.60,39,SC3,60
ARI,Dune,0.9455254140411905,UMAP_KMEANS.60,31,UMAP_KMEANS,60
ARI,Dune,0.8503216601984163,TSNE_KMEANS.60,32,TSNE_KMEANS,60
ARI,Dune,0.9560788860584306,SC3.65,39,SC3,65
ARI,Dune,0.9548187332325233,UMAP_KMEANS.65,30,UMAP_KMEANS,65
ARI,Dune,0.8661678090090225,TSNE_KMEANS.65,29,TSNE_KMEANS,65
ARI,Dune,0.9560788860584306,SC3.70,39,SC3,70
ARI,Dune,0.9629632948861083,UMAP_KMEANS.70,29,UMAP_KMEANS,70
ARI,Dune,0.8785825997462742,TSNE_KMEANS.70,26,TSNE_KMEANS,70
ARI,Dune,0.928838202652793,SC3.75,29,SC3,75
ARI,Dune,0.9310030530653868,UMAP_KMEANS.75,28,UMAP_KMEANS,75
ARI,Dune,0.8785825997462742,TSNE_KMEANS.75,26,TSNE_KMEANS,75
ARI,Dune,0.928838202652793,SC3.80,29,SC3,80
ARI,Dune,0.9310030530653868,UMAP_KMEANS.80,28,UMAP_KMEANS,80
ARI,Dune,0.8785825997462742,TSNE_KMEANS.80,26,TSNE_KMEANS,80
ARI,Dune,0.9001882837370159,SC3.85,28,SC3,85
ARI,Dune,0.9023704177881254,UMAP_KMEANS.85,27,UMAP_KMEANS,85
ARI,Dune,0.8785825997462742,TSNE_KMEANS.85,26,TSNE_KMEANS,85
ARI,Dune,0.9001882837370159,SC3.90,28,SC3,90
ARI,Dune,0.9023704177881254,UMAP_KMEANS.90,27,UMAP_KMEANS,90
ARI,Dune,0.8785825997462742,TSNE_KMEANS.90,26,TSNE_KMEANS,90
ARI,Dune,0.8766873853653256,SC3.95,27,SC3,95
ARI,Dune,0.8785825997462742,UMAP_KMEANS.95,26,UMAP_KMEANS,95
ARI,Dune,0.8785825997462742,TSNE_KMEANS.95,26,TSNE_KMEANS,95
ARI,Dune,0.8766873853653256,SC3.100,27,SC3,100
ARI,Dune,0.8785825997462742,UMAP_KMEANS.100,26,UMAP_KMEANS,100
ARI,Dune,0.8785825997462742,TSNE_KMEANS.100,26,TSNE_KMEANS,100
ARI,Dune_NMI,0.9926889520943433,SC3.00,40,SC3,0
ARI,Dune_NMI,0.8772982524465583,UMAP_KMEANS.00,40,UMAP_KMEANS,0
ARI,Dune_NMI,0.8116557806576447,TSNE_KMEANS.00,40,TSNE_KMEANS,0
ARI,Dune_NMI,0.9926889520943433,SC3.05,40,SC3,5
ARI,Dune_NMI,0.8772982524465583,UMAP_KMEANS.05,40,UMAP_KMEANS,5
ARI,Dune_NMI,0.8251058736945132,TSNE_KMEANS.05,39,TSNE_KMEANS,5
ARI,Dune_NMI,0.9926889520943433,SC3.10,40,SC3,10
ARI,Dune_NMI,0.8879864256339473,UMAP_KMEANS.10,39,UMAP_KMEANS,10
ARI,Dune_NMI,0.8366968230416837,TSNE_KMEANS.10,38,TSNE_KMEANS,10
ARI,Dune_NMI,0.9926889520943433,SC3.15,40,SC3,15
ARI,Dune_NMI,0.8985172072414759,UMAP_KMEANS.15,38,UMAP_KMEANS,15
ARI,Dune_NMI,0.8366968230416837,TSNE_KMEANS.15,38,TSNE_KMEANS,15
ARI,Dune_NMI,0.9926889520943433,SC3.20,40,SC3,20
ARI,Dune_NMI,0.8985172072414759,UMAP_KMEANS.20,38,UMAP_KMEANS,20
ARI,Dune_NMI,0.847010848419753,TSNE_KMEANS.20,37,TSNE_KMEANS,20
ARI,Dune_NMI,0.9926889520943433,SC3.25,40,SC3,25
ARI,Dune_NMI,0.8985172072414759,UMAP_KMEANS.25,38,UMAP_KMEANS,25
ARI,Dune_NMI,0.8568059079720887,TSNE_KMEANS.25,36,TSNE_KMEANS,25
ARI,Dune_NMI,0.9926889520943433,SC3.30,40,SC3,30
ARI,Dune_NMI,0.8985172072414759,UMAP_KMEANS.30,38,UMAP_KMEANS,30
ARI,Dune_NMI,0.865529191451964,TSNE_KMEANS.30,35,TSNE_KMEANS,30
ARI,Dune_NMI,0.9926889520943433,SC3.35,40,SC3,35
ARI,Dune_NMI,0.8985172072414759,UMAP_KMEANS.35,38,UMAP_KMEANS,35
ARI,Dune_NMI,0.8737076578547047,TSNE_KMEANS.35,34,TSNE_KMEANS,35
ARI,Dune_NMI,0.9926889520943433,SC3.40,40,SC3,40
ARI,Dune_NMI,0.8985172072414759,UMAP_KMEANS.40,38,UMAP_KMEANS,40
ARI,Dune_NMI,0.8812851457697968,TSNE_KMEANS.40,33,TSNE_KMEANS,40
ARI,Dune_NMI,0.9926889520943433,SC3.45,40,SC3,45
ARI,Dune_NMI,0.9065336837546636,UMAP_KMEANS.45,37,UMAP_KMEANS,45
ARI,Dune_NMI,0.8812851457697968,TSNE_KMEANS.45,33,TSNE_KMEANS,45
ARI,Dune_NMI,0.9926889520943433,SC3.50,40,SC3,50
